     pmw          pmn          x          y          z          vx          vy          vz
     -1.9018      0.2149     -1.4193    -39.0510    -26.4774    -49.1021   -210.3046    203.1192
     -1.9317      0.2994     -1.2220    -40.1729    -27.2381    -71.9507   -222.8941    214.7524
     -1.9194      0.2281     -1.1132    -40.7911    -27.6572    -56.0379   -229.3479    217.4256
     -1.9127      0.2198     -0.5980    -43.7195    -29.6427    -62.1227   -242.8540    245.0313
     -1.8826      0.2083     -0.8001    -42.5706    -28.8637    -55.6473   -230.6381    229.7629
     -1.8942      0.1717     -1.0885    -40.9316    -27.7525    -43.5313   -220.7633    219.8340
     -1.9113      0.2346     -1.2382    -40.0806    -27.1754    -56.7885   -216.2480    214.4942
     -1.9204      0.3088     -1.1576    -40.5385    -27.4859    -74.6937   -225.0243    214.6277
     -1.9154      0.2642     -0.3493    -45.1329    -30.6010    -76.3483   -257.6651    252.7043
     -1.8688      0.3008     -1.3879    -39.2298    -26.5986    -67.2439   -211.5591    192.8508
     -1.9297      0.2350     -1.0106    -41.3745    -28.0527    -59.4436   -234.6681    224.2137
     -1.9066      0.2437     -0.5761    -43.8438    -29.7270    -68.1259   -243.4783    243.4997
     -1.8814      0.1699     -1.0542    -41.1263    -27.8845    -42.8303   -222.3158    217.7206
     -1.9092      0.2352     -0.9014    -41.9947    -28.4733    -61.9092   -228.0970    230.8733
     -1.9001      0.2075     -1.2391    -40.0756    -27.1721    -49.6541   -218.1605    210.9245
     -1.9204      0.2957     -0.4632    -44.4853    -30.1619    -83.6929   -248.6904    250.7072
     -1.8751      0.2133     -1.3835    -39.2546    -26.6154    -47.6236   -213.3431    196.4922
     -1.9294      0.2369     -0.7912    -42.6210    -28.8980    -64.1009   -237.5304    238.5872
     -1.8937      0.1832     -1.0823    -40.9670    -27.7765    -45.9858   -222.7457    218.4150
     -1.9109      0.2215     -0.7024    -43.1257    -29.2401    -61.4425   -236.1660    241.1665
     -1.8886      0.2563     -1.0156    -41.3456    -28.0332    -64.0727   -224.4490    218.2283
     -1.9069      0.2439     -0.8549    -42.2590    -28.6525    -63.7367   -234.6782    228.8837
     -1.8974      0.2053     -1.0918    -40.9127    -27.7397    -51.0240   -223.5917    217.4461
     -1.9115      0.2330     -0.8277    -42.4137    -28.7574    -62.1884   -233.1517    233.6619
     -1.8958      0.2727     -0.8967    -42.0216    -28.4915    -69.9278   -230.6157    224.3120
     -1.8998      0.2396     -0.7111    -43.0766    -29.2069    -64.4986   -239.8048    234.1149
     -1.8891      0.1683     -1.4377    -38.9466    -26.4066    -37.8532   -209.3727    200.4476
     -1.9328      0.1906     -0.9832    -41.5299    -28.1582    -50.8326   -227.7217    233.4001
     -1.9049      0.1876     -0.9679    -41.6172    -28.2173    -49.3304   -225.7225    227.9532
     -1.9040      0.2764     -0.6522    -43.4111    -29.4336    -75.4837   -237.9903    239.6427
     -1.8857      0.2279     -1.6035    -38.0042    -25.7676    -48.1575   -205.8781    187.8371
     -1.9435      0.1949     -1.2754    -39.8694    -27.0323    -47.5211   -221.9854    218.0651
     -1.9227      0.2125     -1.5515    -38.3000    -25.9682    -47.3606   -207.4284    200.9197
     -1.9401      0.2300     -0.6405    -43.4780    -29.4790    -64.9902   -244.4582    248.6779
     -1.8850      0.2394     -1.2755    -39.8687    -27.0318    -56.0293   -214.9423    205.1926
     -1.9227      0.1334     -1.1206    -40.7489    -27.6286    -34.6999   -224.8093    224.0553
     -1.9132      0.2564     -1.2511    -40.0070    -27.1256    -62.0200   -214.0379    214.8512
     -1.9212      0.2164     -1.0444    -41.1820    -27.9222    -54.8222   -229.4161    223.4232
     -1.9086      0.2133     -1.3210    -39.6099    -26.8564    -50.2200   -215.2796    208.9613
     -1.9255      0.2715     -1.5284    -38.4310    -26.0570    -60.4677   -210.4028    199.5206
     -1.9386      0.2077     -1.1834    -40.3921    -27.3867    -51.1308   -227.4588    219.5408
     -1.9170      0.2701     -1.6739    -37.6045    -25.4966    -57.6664   -203.6692    191.0444
     -1.9481      0.2400     -0.5754    -43.8477    -29.7296    -68.0819   -251.5455    250.8469
     -1.8814      0.2823     -1.2684    -39.9087    -27.0589    -65.6593   -215.8176    202.6888
     -1.9222      0.2583     -1.2826    -39.8283    -27.0044    -60.6507   -222.9032    208.9455
     -1.9231      0.3191     -1.2669    -39.9173    -27.0648    -74.9720   -222.9107    208.3556
     -1.9221      0.3027     -1.2502    -40.0123    -27.1292    -70.8770   -226.7876    207.2418
     -1.9211      0.2236     -1.2688    -39.9068    -27.0576    -52.7489   -224.0437    210.0289
     -1.9223      0.2482     -1.5203    -38.4773    -26.0884    -55.3195   -210.6282    199.8458
     -1.9381      0.2460     -1.0792    -40.9843    -27.7882    -61.7638   -230.3250    224.0280
     -1.9107      0.2180     -1.2235    -40.1643    -27.2322    -52.4407   -220.8947    212.8297
     -1.9195      0.1906     -1.2814    -39.8351    -27.0090    -45.9338   -217.9670    213.8309
     -1.9230      0.2539     -0.9746    -41.5787    -28.1912    -65.4213   -228.8075    228.3165
     -1.9044      0.2457     -1.1448    -40.6113    -27.5353    -59.6990   -223.7169    214.0799
     -1.9147      0.2274     -1.6432    -37.7787    -25.6147    -48.5262   -206.2484    192.2868
     -1.9461      0.2832     -1.2425    -40.0563    -27.1590    -68.1640   -224.5836    216.6067
     -1.9206      0.2386     -1.1172    -40.7685    -27.6419    -58.6251   -228.5453    217.6763
     -1.9130      0.2534     -0.9866    -41.5104    -28.1449    -64.3367   -229.8127    223.8545
     -1.9052      0.2392     -0.9376    -41.7893    -28.3340    -61.3470   -231.2106    224.7695
     -1.9022      0.2700     -1.3006    -39.7259    -26.9350    -62.9133   -217.2117    205.5612
     -1.9242      0.2100     -0.9536    -41.6979    -28.2721    -54.5562   -233.8685    228.3015
     -1.9032      0.1947     -0.7800    -42.6851    -28.9414    -53.3127   -233.5053    235.8687
     -1.8930      0.2522     -1.0762    -41.0013    -27.7997    -62.5754   -221.2423    217.3682
     -1.9105      0.1904     -1.4331    -38.9727    -26.4243    -43.2284   -213.3054    203.2170
     -1.9325      0.2085     -1.2871    -39.8024    -26.9869    -50.5251   -218.0603    216.3689
     -1.9234      0.1945     -0.8756    -42.1416    -28.5729    -52.5486   -232.7720    235.1918
     -1.8986      0.1993     -0.7666    -42.7612    -28.9930    -54.6481   -232.4800    236.0297
     -1.8923      0.2645     -0.7708    -42.7372    -28.9767    -70.1954   -232.5643    231.4892
     -1.8925      0.2466     -0.6275    -43.5514    -29.5288    -67.3541   -241.3713    236.7549
     -1.8843      0.2953     -1.1937    -40.3334    -27.3469    -69.8683   -219.4382    206.0783
     -1.9176      0.1572     -0.7762    -42.7064    -28.9559    -43.7917   -240.2299    237.1895
     -1.8928      0.2037     -0.9114    -41.9378    -28.4347    -53.9267   -224.3157    229.0111
     -1.9007      0.2048     -0.6222    -43.5819    -29.5494    -57.9526   -238.6028    243.0053
     -1.8840      0.2540     -0.9393    -41.7792    -28.3272    -64.7545   -225.5437    221.8349
     -1.9023      0.2163     -0.8717    -42.1637    -28.5879    -56.7558   -232.9490    228.4437
     -1.8984      0.1502     -0.7286    -42.9768    -29.1392    -42.9126   -234.4600    239.1656
     -1.8901      0.2483     -0.8673    -42.1884    -28.6046    -65.2250   -225.6692    228.9962
     -1.8981      0.2240     -0.6495    -43.4264    -29.4440    -61.7673   -240.1291    238.4801
     -1.8856      0.2848     -1.2679    -39.9116    -27.0609    -66.5031   -215.4737    204.0405
     -1.9222      0.2091     -1.3015    -39.7210    -26.9317    -49.2202   -221.7605    209.9079
     -1.9243      0.2793     -1.2191    -40.1890    -27.2489    -67.2589   -221.4308    214.5586
     -1.9192      0.2272     -1.3333    -39.5402    -26.8091    -52.7991   -220.1000    207.2393
     -1.9263      0.1529     -0.9748    -41.5778    -28.1906    -41.2350   -230.1267    231.7977
     -1.9044      0.3087     -0.9876    -41.5051    -28.1413    -78.0360   -224.2406    223.2147
     -1.9052      0.3063     -1.0693    -41.0408    -27.8265    -74.4589   -230.5523    213.2118
     -1.9101      0.2740     -1.4135    -39.0844    -26.5000    -61.5090   -218.1497    198.5955
     -1.9313      0.1960     -0.7974    -42.5860    -28.8742    -53.5308   -240.6270    238.0139
     -1.8940      0.3457     -1.2564    -39.9773    -27.1055    -81.0589   -216.0979    204.8168
     -1.9215      0.2197     -1.4764    -38.7266    -26.2574    -48.4254   -219.0059    198.1439
     -1.9353      0.1126     -0.9043    -41.9786    -28.4624    -32.8339   -232.9990    239.1814
     -1.9003      0.2686     -0.5838    -43.7999    -29.6972    -75.2977   -235.3936    245.5968
     -1.8818      0.2474     -0.7466    -42.8747    -29.0699    -65.3829   -235.8234    228.5568
     -1.8911      0.2498     -1.3416    -39.4927    -26.7769    -57.3516   -214.5141    201.9621
     -1.9268      0.1940     -0.6723    -43.2971    -29.3563    -54.8630   -243.1105    244.4679
     -1.8869      0.2886     -0.4042    -44.8210    -30.3896    -82.0296   -244.9790    247.4273
     -1.8718      0.2133     -1.1423    -40.6254    -27.5449    -51.0161   -221.0791    207.9330
     -1.9145      0.2698     -1.1152    -40.7796    -27.6494    -66.4601   -224.0512    218.0866
     -1.9129      0.2491     -1.2068    -40.2593    -27.2967    -59.6107   -223.5804    211.8312
     -1.9184      0.1869     -1.4188    -39.0540    -26.4794    -42.8933   -214.6234    205.6514
     -1.9316      0.2912     -1.1286    -40.7036    -27.5979    -71.9244   -224.5720    220.8694
     -1.9137      0.2544     -0.9783    -41.5580    -28.1772    -64.1824   -233.3301    222.2571
     -1.9047      0.1671     -1.0452    -41.1774    -27.9191    -42.8173   -226.4026    222.3534
     -1.9087      0.2285     -0.2441    -45.7309    -31.0065    -69.9805   -251.6092    263.8226
     -1.8631      0.3054     -1.1006    -40.8626    -27.7057    -73.3793   -218.9711    206.8339
     -1.9120      0.3056     -1.2455    -40.0388    -27.1472    -71.4783   -224.8366    205.9912
     -1.9208      0.2490     -1.7712    -37.0513    -25.1216    -50.7371   -206.1306    183.7590
     -1.9545      0.2398     -0.7341    -42.9455    -29.1180    -66.0347   -245.3352    244.9566
     -1.8904      0.2378     -0.8616    -42.2214    -28.6270    -61.8828   -231.0844    226.2055
     -1.8978      0.2495     -0.9909    -41.4863    -28.1286    -62.9353   -227.4782    220.8745
     -1.9054      0.1986     -0.9531    -41.7008    -28.2740    -51.5336   -229.9373    225.9436
     -1.9032      0.2406     -0.9586    -41.6696    -28.2528    -61.8717   -226.9549    225.4720
     -1.9035      0.2313     -1.6356    -37.8216    -25.6439    -49.2607   -204.8722    190.7251
     -1.9456      0.2777     -1.6056    -37.9922    -25.7595    -60.8995   -211.2337    198.2857
     -1.9436      0.2260     -0.8102    -42.5132    -28.8248    -60.9192   -242.4970    238.3674
     -1.8948      0.2738     -0.5589    -43.9415    -29.7932    -75.6581   -242.2614    240.9125
     -1.8804      0.2434     -1.0547    -41.1233    -27.8825    -59.6724   -224.8615    213.1939
     -1.9092      0.2040     -0.8854    -42.0861    -28.5353    -53.9382   -232.6280    230.0819
     -1.8992      0.2657     -1.0206    -41.3173    -28.0140    -66.6781   -224.8033    220.3446
     -1.9072      0.1963     -0.2858    -45.4939    -30.8458    -59.9861   -255.2573    258.9896
     -1.8654      0.2183     -0.5197    -44.1645    -29.9444    -61.7773   -236.8831    240.4337
     -1.8782      0.2019     -0.8403    -42.3424    -28.7091    -53.4175   -228.4116    227.2618
     -1.8965      0.2512     -1.0267    -41.2828    -27.9906    -63.1203   -223.9129    220.2378
     -1.9075      0.2125     -1.6315    -37.8449    -25.6597    -45.2531   -205.9374    191.9580
     -1.9453      0.2537     -1.6436    -37.7765    -25.6132    -55.3040   -208.4045    198.0149
     -1.9461      0.1570     -0.1977    -45.9946    -31.1853    -52.2265   -263.1043    274.1355
     -1.8606      0.3135     -0.8030    -42.5542    -28.8526    -81.0680   -225.0812    223.1302
     -1.8944      0.2839     -1.4166    -39.0666    -26.4880    -63.1837   -216.5450    194.8647
     -1.9315      0.2035     -1.3422    -39.4894    -26.7746    -47.6410   -221.3719    209.8497
     -1.9268      0.2457     -0.7054    -43.1090    -29.2288    -67.5707   -239.8493    242.3709
     -1.8887      0.2148     -0.6042    -43.6840    -29.6187    -59.8926   -240.1333    239.3111
     -1.8830      0.2618     -0.5588    -43.9419    -29.7935    -72.4302   -239.7283    239.4685
     -1.8804      0.2755     -1.5745    -38.1694    -25.8797    -58.9286   -205.9392    187.0354
     -1.9416      0.2648     -1.5445    -38.3399    -25.9953    -58.5290   -215.4515    199.3930
     -1.9397      0.1715     -0.9364    -41.7962    -28.3387    -46.1187   -235.8386    234.0635
     -1.9022      0.1469     -0.9417    -41.7657    -28.3180    -40.1186   -224.6394    231.2251
     -1.9025      0.2659     -1.1225    -40.7383    -27.6214    -65.7981   -218.1929    218.2493
     -1.9133      0.1673     -1.3575    -39.4027    -26.7158    -39.0120   -216.9450    207.8980
     -1.9278      0.2234     -0.8972    -42.0188    -28.4896    -59.7057   -230.5299    235.3716
     -1.8999      0.2342     -1.2874    -39.8011    -26.9859    -55.1381   -216.0112    207.8637
     -1.9234      0.2254     -0.6866    -43.2159    -29.3013    -62.4697   -241.5982    242.2877
     -1.8877      0.3205     -0.9854    -41.5175    -28.1498    -79.6380   -226.4520    216.6350
     -1.9051      0.3159     -0.5442    -44.0251    -29.8499    -85.7674   -250.4367    238.0713
     -1.8796      0.1801     -0.8279    -42.4129    -28.7568    -47.3509   -234.5324    225.1839
     -1.8958      0.2539     -0.1939    -46.0163    -31.2000    -76.8433   -252.5984    261.8166
     -1.8604      0.2524     -0.9291    -41.8372    -28.3665    -63.3586   -225.5221    215.7930
     -1.9017      0.2224     -1.4182    -39.0577    -26.4819    -50.3221   -213.1083    201.0569
     -1.9316      0.2914     -0.9745    -41.5797    -28.1919    -74.2081   -232.3415    227.1215
     -1.9044      0.2349     -1.1207    -40.7486    -27.6284    -57.1928   -226.6743    214.2193
     -1.9132      0.1177     -1.2856    -39.8111    -26.9927    -29.0159   -217.1047    214.7529
     -1.9233      0.2163     -1.2717    -39.8904    -27.0465    -53.0201   -213.2126    218.0055
     -1.9224      0.2836     -0.2946    -45.4439    -30.8119    -83.3925   -255.5141    259.7173
     -1.8658      0.2206     -1.1233    -40.7339    -27.6184    -52.8651   -220.7416    207.6130
     -1.9134      0.2727     -1.3438    -39.4804    -26.7686    -63.3258   -216.0348    206.1281
     -1.9269      0.2184     -1.2209    -40.1788    -27.2421    -52.7272   -224.7273    214.9380
     -1.9193      0.2861     -0.6037    -43.6868    -29.6206    -78.7965   -243.9023    243.5046
     -1.8830      0.2450     -0.6580    -43.3783    -29.4114    -65.9995   -240.1604    232.5174
     -1.8860      0.2051     -0.9334    -41.8127    -28.3499    -52.8489   -227.7897    223.0164
     -1.9020      0.2438     -1.3439    -39.4801    -26.7683    -56.6976   -213.2866    205.8125
     -1.9269      0.2035     -1.2600    -39.9565    -27.0914    -49.0723   -221.4098    214.7447
     -1.9217      0.2466     -1.6048    -37.9969    -25.7627    -53.8564   -206.2630    196.4001
     -1.9436      0.2400     -1.4423    -38.9206    -26.3890    -55.0202   -217.4793    207.0472
     -1.9331      0.3195     -1.3115    -39.6641    -26.8931    -74.7222   -221.5122    208.7346
     -1.9249      0.2505     -0.6109    -43.6459    -29.5928    -68.9565   -249.9441    241.8472
     -1.8834      0.1892     -1.0912    -40.9160    -27.7419    -46.8263   -221.9052    215.1898
     -1.9114      0.2308     -1.3866    -39.2369    -26.6035    -53.5676   -211.8658    206.5976
     -1.9296      0.2025     -1.1721    -40.4563    -27.4302    -50.2799   -224.2051    220.2388
     -1.9163      0.2025     -1.4404    -38.9313    -26.3962    -46.4991   -210.9973    205.4202
     -1.9330      0.2820     -1.3752    -39.3020    -26.6476    -65.6145   -216.4888    208.5525
